player,squad,league,pos,age,nation,is_world_cup,playing_time_min,gls_per90,ast_per90,xg_per90,npxg_per90,xag_per90,sh_per90,sot_per90,touches_per90,prog_carries_per90,prog_passes_per90,tackles_tkl_per90,int_per90,clr_per90,pass_completion_pct,_match_score,_match_strategy,market_value_eur,market_value_raw,position_detail,age_tm,contract_expires,nationality_tm,image_url,local_image_path,sportsdb_image_url
Thibaut Courtois,Real Madrid,La Liga,GK,33,BEL,1,951,0.0,0.0,0.0,0.077,0.056,0.0,0.086,22.478,1.186,1.681,0.0,0.0,0.562,65.2,100.0,full_key,7300000.0,€7.3M,GK,33.0,2027.0,BEL,https://upload.wikimedia.org/wikipedia/en/a/a6/2022_UEFA_Champions_League_Final_programme.jpg,,https://r2.thesportsdb.com/images/media/player/thumb/54zonn1779039115.jpg
Eder Militao,Real Madrid,La Liga,DF,26,BRA,1,1744,0.165,0.065,0.0,0.0,0.124,1.21,0.0,66.384,2.443,5.914,2.971,2.072,4.456,90.3,100.0,full_key,10250000.0,€10.2M,DF,26.0,2025.0,BRA,https://upload.wikimedia.org/wikipedia/commons/3/38/Eder_Militao_2021.jpg,app/static/players/eder_militao.jpg,https://r2.thesportsdb.com/images/media/player/thumb/evk18a1771266122.jpg
Fran Garcia,Real Madrid,La Liga,DF,24,ESP,1,2704,0.035,0.102,0.089,0.0,0.117,0.696,0.0,46.695,2.938,7.159,3.071,1.893,4.315,81.0,100.0,full_key,13280000.0,€13.3M,DF,24.0,2026.0,ESP,https://upload.wikimedia.org/wikipedia/commons/f/fd/Kilmar_%C3%81brego_Garc%C3%ADa.jpg,app/static/players/fran_garcia.jpg,https://r2.thesportsdb.com/images/media/player/thumb/twwoxz1514720812.jpg
Brahim Diaz,Real Madrid,La Liga,FW,25,ESP,1,1614,0.347,0.263,0.385,0.399,0.17,3.33,1.26,27.644,5.497,2.527,0.929,0.363,0.653,73.3,100.0,full_key,44010000.0,€44.0M,FW,25.0,2027.0,ESP,https://upload.wikimedia.org/wikipedia/commons/a/ae/Brahim_Diaz_Morocco_v_Norway_7_June_2026-36_%28cropped%29.jpg,app/static/players/brahim_diaz.jpg,https://r2.thesportsdb.com/images/media/player/thumb/z1u3sj1779839715.jpg
Lucas Vazquez,Real Madrid,La Liga,DF,33,ESP,1,1959,0.0,0.05,0.0,0.0,0.018,1.447,0.623,64.232,0.984,4.287,3.613,2.042,3.075,87.6,100.0,full_key,3590000.0,€3.6M,DF,33.0,2026.0,ESP,https://upload.wikimedia.org/wikipedia/commons/b/ba/Lucas-V%C3%A1zquez-2025-2.jpg,app/static/players/lucas_vazquez.jpg,https://r2.thesportsdb.com/images/media/player/thumb/fx5wtp1514554004.jpg
Lamine Yamal,Barcelona,La Liga,FW,17,ESP,1,3003,0.418,0.11,0.522,0.408,0.135,4.492,1.336,52.889,5.251,3.93,2.48,0.693,0.0,73.2,100.0,full_key,180000000.0,€180.0M,FW,17.0,2027.0,ESP,https://upload.wikimedia.org/wikipedia/commons/d/d8/Estadi_Ol%C3%ADmpic_Llu%C3%ADs_Companys.JPG,app/static/players/lamine_yamal.jpg,https://r2.thesportsdb.com/images/media/player/thumb/ukerpq1692551634.jpg
Robert Lewandowski,Barcelona,La Liga,FW,36,POL,1,2498,0.326,0.055,0.542,0.425,0.122,2.415,0.931,27.332,3.481,3.159,1.207,0.761,0.165,79.0,100.0,full_key,3130000.0,€3.1M,FW,36.0,2028.0,POL,https://upload.wikimedia.org/wikipedia/commons/d/d8/Estadi_Ol%C3%ADmpic_Llu%C3%ADs_Companys.JPG,app/static/players/robert_lewandowski.jpg,https://r2.thesportsdb.com/images/media/player/thumb/1ogy3i1771254580.jpg
Pedri,Barcelona,La Liga,MF,22,ESP,1,1472,0.231,0.403,0.118,0.191,0.138,1.882,0.237,97.096,6.903,7.927,2.703,1.82,0.0,87.8,100.0,full_key,150000000.0,€150.0M,MF,22.0,2025.0,ESP,https://upload.wikimedia.org/wikipedia/commons/d/d8/Estadi_Ol%C3%ADmpic_Llu%C3%ADs_Companys.JPG,app/static/players/pedri.jpg,https://r2.thesportsdb.com/images/media/player/thumb/vvvc1w1626791033.jpg
Gavi,Barcelona,La Liga,MF,20,ESP,1,2855,0.068,0.29,0.172,0.146,0.259,1.691,0.331,92.636,6.227,10.399,2.537,1.174,0.0,80.4,100.0,full_key,100000000.0,€100.0M,MF,20.0,2027.0,ESP,https://upload.wikimedia.org/wikipedia/commons/1/1e/Jugadors_pretemporada_pels_Estats_Units_%28cropped%292.jpg,app/static/players/gavi.jpg,https://r2.thesportsdb.com/images/media/player/thumb/uvkoy51521477385.jpg
Raphinha,Barcelona,La Liga,FW,27,BRA,1,1811,0.535,0.21,0.152,0.293,0.263,2.256,1.539,33.759,5.143,3.341,0.394,0.518,1.004,77.4,100.0,full_key,27170000.0,€27.2M,FW,27.0,2026.0,BRA,https://upload.wikimedia.org/wikipedia/commons/d/d8/Estadi_Ol%C3%ADmpic_Llu%C3%ADs_Companys.JPG,app/static/players/raphinha.jpg,https://r2.thesportsdb.com/images/media/player/thumb/14kuzy1771260047.jpg
Ronald Araujo,Barcelona,La Liga,DF,25,URU,1,1820,0.126,0.012,0.031,0.0,0.0,1.06,0.0,55.34,1.485,5.751,2.471,1.28,3.031,87.2,100.0,full_key,16770000.0,€16.8M,DF,25.0,2026.0,URU,https://upload.wikimedia.org/wikipedia/commons/d/d8/Estadi_Ol%C3%ADmpic_Llu%C3%ADs_Companys.JPG,app/static/players/ronald_araujo.jpg,https://r2.thesportsdb.com/images/media/player/thumb/z4bmo21771260643.jpg
Jules Kounde,Barcelona,La Liga,DF,26,FRA,1,928,0.033,0.095,0.0,0.062,0.047,0.483,0.404,66.89,3.569,6.152,3.413,2.123,5.702,76.5,100.0,full_key,22160000.0,€22.2M,DF,26.0,2028.0,FRA,https://upload.wikimedia.org/wikipedia/commons/b/bd/Jules_Kound%C3%A9_2020.jpg,app/static/players/jules_kounde.jpg,https://r2.thesportsdb.com/images/media/player/thumb/ghod9q1778805401.jpg
Alejandro Balde,Barcelona,La Liga,DF,21,ESP,1,1194,0.057,0.0,0.099,0.08,0.083,1.14,0.239,65.367,2.574,6.418,2.322,2.014,4.596,89.5,100.0,full_key,24780000.0,€24.8M,DF,21.0,2025.0,ESP,https://upload.wikimedia.org/wikipedia/commons/d/d8/Estadi_Ol%C3%ADmpic_Llu%C3%ADs_Companys.JPG,app/static/players/alejandro_balde.jpg,https://r2.thesportsdb.com/images/media/player/thumb/tg8vxg1771260762.jpg
Frenkie de Jong,Barcelona,La Liga,MF,27,NED,1,1900,0.172,0.186,0.24,0.172,0.132,1.541,0.222,74.76,5.357,8.176,2.598,1.563,2.141,87.3,100.0,full_key,31600000.0,€31.6M,MF,27.0,2028.0,NED,https://upload.wikimedia.org/wikipedia/commons/4/42/%D0%9C%D0%B0%D1%82%D1%87_%C2%AB%D0%94%D0%B8%D0%BD%D0%B0%D0%BC%D0%BE%C2%BB_-_%C2%AB%D0%91%D0%B0%D1%80%D1%81%D0%B5%D0%BB%D0%BE%D0%BD%D0%B0%C2%BB_0-1._2_%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8F_2021_%D0%B3%D0%BE%D0%B4%D0%B0._II_%E2%80%94_1289671_%28cropped%29.jpg,app/static/players/frenkie_de_jong.jpg,https://r2.thesportsdb.com/images/media/player/thumb/fgse2c1771254363.jpg
Ferran Torres,Barcelona,La Liga,FW,24,ESP,1,1485,0.407,0.222,0.311,0.279,0.187,2.743,1.474,22.583,4.122,3.602,0.671,0.508,0.0,77.4,100.0,full_key,22820000.0,€22.8M,FW,24.0,2025.0,ESP,https://upload.wikimedia.org/wikipedia/commons/d/d8/Estadi_Ol%C3%ADmpic_Llu%C3%ADs_Companys.JPG,app/static/players/ferran_torres.jpg,https://r2.thesportsdb.com/images/media/player/thumb/wuh4nr1771253715.jpg
Marc Casado,Barcelona,La Liga,MF,21,ESP,1,2559,0.019,0.249,0.0,0.212,0.185,1.011,0.0,56.511,4.332,8.112,1.706,1.323,0.32,82.5,100.0,full_key,27470000.0,€27.5M,MF,21.0,2026.0,ESP,https://upload.wikimedia.org/wikipedia/commons/d/d8/Estadi_Ol%C3%ADmpic_Llu%C3%ADs_Companys.JPG,app/static/players/marc_casado.jpg,https://r2.thesportsdb.com/images/media/player/thumb/7089z91771261006.jpg
Marc-Andre ter Stegen,Barcelona,La Liga,GK,33,GER,1,2782,0.0,0.085,0.148,0.0,0.015,0.0,0.253,34.189,0.0,1.57,0.0,0.0,2.8,64.7,100.0,full_key,6570000.0,€6.6M,GK,33.0,2027.0,GER,https://upload.wikimedia.org/wikipedia/commons/9/97/Marc-Andre_Ter_Stegen_ACCI_FCBARCELONA_Turisme_Catalunya_gira_pretemporada_CATPRESS.jpg,,https://r2.thesportsdb.com/images/media/player/thumb/maz3sd1514553586.jpg
Pau Cubarsi,Barcelona,La Liga,DF,17,ESP,1,2572,0.0,0.198,0.0,0.0,0.031,0.171,0.111,76.348,1.637,7.128,3.526,1.606,4.804,90.0,100.0,full_key,17740000.0,€17.7M,DF,17.0,2026.0,ESP,https://upload.wikimedia.org/wikipedia/commons/d/d8/Estadi_Ol%C3%ADmpic_Llu%C3%ADs_Companys.JPG,app/static/players/pau_cubarsi.jpg,https://r2.thesportsdb.com/images/media/player/thumb/j3tpg81779729592.jpg
Nico Williams,Athletic Club,La Liga,FW,22,ESP,1,2218,0.625,0.2,0.398,0.368,0.199,4.082,1.51,40.384,5.115,3.947,1.176,0.479,0.055,77.7,100.0,full_key,100000000.0,€100.0M,FW,22.0,2025.0,ESP,https://upload.wikimedia.org/wikipedia/commons/0/05/I%C3%B1aki_Williams.png,app/static/players/nico_williams.png,
Antoine Griezmann,Atletico Madrid,La Liga,FW,33,FRA,1,1953,0.557,0.021,0.305,0.349,0.148,2.323,1.314,26.587,5.545,3.705,1.053,0.533,0.11,70.2,100.0,full_key,19260000.0,€19.3M,FW,33.0,2026.0,FRA,https://upload.wikimedia.org/wikipedia/commons/6/6e/FRA-ARG_%2810%29_%28cropped%29.jpg,app/static/players/antoine_griezmann.jpg,
Julian Alvarez,Atletico Madrid,La Liga,FW,24,ARG,1,2144,0.405,0.314,0.42,0.247,0.013,2.043,1.463,46.959,5.128,1.761,0.0,0.812,0.303,74.8,100.0,full_key,12600000.0,€12.6M,FW,24.0,2026.0,ARG,https://upload.wikimedia.org/wikipedia/en/f/f8/2023_UEFA_Champions_League_Final_programme.jpg,,
Rodrigo De Paul,Atletico Madrid,La Liga,MF,30,ARG,1,2060,0.232,0.235,0.0,0.176,0.238,0.963,0.72,69.289,4.845,8.911,2.659,1.251,1.439,94.0,100.0,full_key,12250000.0,€12.2M,MF,30.0,2027.0,ARG,https://upload.wikimedia.org/wikipedia/commons/d/df/Rodrigo_De_Paul_NYCFC_Miami_24_Sep_2025-018_%28cropped%29.jpg,app/static/players/rodrigo_de_paul.jpg,
Nahuel Molina,Atletico Madrid,La Liga,DF,26,ARG,1,1114,0.044,0.147,0.043,0.0,0.073,0.386,0.037,62.206,2.416,5.562,3.161,1.672,4.772,87.8,100.0,full_key,14630000.0,€14.6M,DF,26.0,2028.0,ARG,https://upload.wikimedia.org/wikipedia/commons/6/65/Argentina_3-3_Francia_-_Copa_Mundial_2022_-_Argentina_campe%C3%B3n.jpg,app/static/players/nahuel_molina.jpg,
Jose Maria Gimenez,Atletico Madrid,La Liga,DF,29,URU,1,3067,0.028,0.152,0.0,0.0,0.138,0.0,0.0,58.715,2.068,7.29,3.304,2.015,3.066,91.1,100.0,full_key,13540000.0,€13.5M,DF,29.0,2026.0,URU,https://upload.wikimedia.org/wikipedia/commons/5/5d/Jos%C3%A9_Mar%C3%ADa_Gim%C3%A9nez.jpg,app/static/players/jose_maria_gimenez.jpg,
Samuel Lino,Atletico Madrid,La Liga,FW,25,ESP,1,3068,0.277,0.132,0.424,0.343,0.029,2.665,0.916,38.507,5.076,3.798,0.938,1.053,0.047,68.2,100.0,full_key,26060000.0,€26.1M,FW,25.0,2025.0,ESP,https://upload.wikimedia.org/wikipedia/commons/7/7a/Samuel_Lino%2C_FC_Salzburg_vs._Atletico_Madrid_%282025-01-29_UEFA_Championsleague%29_83_%28cropped%29.jpg,,
Marcos Llorente,Atletico Madrid,La Liga,MF,29,ESP,1,3025,0.42,0.236,0.178,0.135,0.295,1.989,0.242,67.041,6.405,9.758,2.201,0.996,0.0,89.7,100.0,full_key,18590000.0,€18.6M,MF,29.0,2027.0,ESP,https://upload.wikimedia.org/wikipedia/commons/4/49/Marcos_Llorente_2019.jpg,app/static/players/marcos_llorente.jpg,
Jan Oblak,Atletico Madrid,La Liga,GK,32,SVN,1,3271,0.042,0.101,0.0,0.021,0.135,0.0,0.046,51.848,0.685,3.394,0.0,0.0,0.916,65.1,100.0,full_key,7650000.0,€7.7M,GK,32.0,2026.0,SVN,https://upload.wikimedia.org/wikipedia/commons/a/a1/Jan_Oblak_2019.jpg,app/static/players/jan_oblak.jpg,
Axel Witsel,Atletico Madrid,La Liga,DF,35,BEL,1,2305,0.0,0.114,0.124,0.061,0.026,0.397,0.0,67.586,3.625,6.242,1.898,1.969,4.568,80.0,100.0,full_key,9830000.0,€9.8M,DF,35.0,2026.0,BEL,https://upload.wikimedia.org/wikipedia/commons/6/61/Axel_Witsel_USMNT_v_Belgium_Mar_28_2026-34_%28cropped%29.jpg,app/static/players/axel_witsel.jpg,
Alexander Sorloth,Atletico Madrid,La Liga,FW,28,NOR,1,1062,0.533,0.133,0.339,0.434,0.135,2.64,0.903,30.776,3.958,4.105,1.393,0.426,1.031,60.4,100.0,full_key,13730000.0,€13.7M,FW,28.0,2025.0,NOR,https://upload.wikimedia.org/wikipedia/commons/6/68/Alexander_Sorloth_Morocco_v_Norway_7_June_2026-58_%28cropped%29.jpg,app/static/players/alexander_sorloth.jpg,
Iago Aspas,Celta Vigo,La Liga,FW,37,ESP,1,2154,0.376,0.223,0.365,0.293,0.117,3.062,1.06,38.547,4.646,2.806,1.186,0.855,1.27,70.6,100.0,full_key,11730000.0,€11.7M,FW,37.0,2026.0,ESP,https://upload.wikimedia.org/wikipedia/commons/0/05/Partido_Galicia_-_Panam%C3%A1_en_Bala%C3%ADdos_182_%28cropped%29.jpg,app/static/players/iago_aspas.jpg,
Mikel Oyarzabal,Real Sociedad,La Liga,FW,27,ESP,1,2333,0.459,0.349,0.348,0.385,0.22,3.543,1.243,27.972,4.03,2.938,0.892,1.203,0.576,80.2,100.0,full_key,22210000.0,€22.2M,FW,27.0,2025.0,ESP,https://upload.wikimedia.org/wikipedia/commons/0/0a/Miker_Merino_2018_%28cropped%29.jpg,app/static/players/mikel_oyarzabal.jpg,
Brais Mendez,Real Sociedad,La Liga,MF,27,ESP,1,1018,0.222,0.125,0.092,0.158,0.234,2.046,0.0,66.894,3.834,7.994,2.091,1.638,0.309,84.5,100.0,full_key,23110000.0,€23.1M,MF,27.0,2028.0,ESP,https://upload.wikimedia.org/wikipedia/commons/a/a4/Estadioolimpicosevilla.jpg,app/static/players/brais_mendez.jpg,
Iaki Williams,Athletic Club,La Liga,FW,30,ESP,1,1988,0.262,0.101,0.4,0.409,0.213,3.133,1.614,35.591,5.562,5.327,1.305,0.516,0.0,75.9,100.0,full_key,7820000.0,€7.8M,FW,30.0,2025.0,ESP,https://upload.wikimedia.org/wikipedia/commons/0/01/Hudson_Williams_photo_by_Tara_Taralynn_%28cropped%29.jpg,app/static/players/iaki_williams.jpg,
Oihan Sancet,Athletic Club,La Liga,MF,23,ESP,1,1802,0.157,0.391,0.0,0.243,0.126,1.731,0.522,76.013,4.711,6.248,2.694,1.826,0.306,87.4,100.0,full_key,22020000.0,€22.0M,MF,23.0,2025.0,ESP,https://upload.wikimedia.org/wikipedia/commons/1/1d/ATHLETIC-OSASUNA_SEMIFINAL._MAIDER_GOIKOETXEA_%28168%29_%28cropped%29.jpg,app/static/players/oihan_sancet.jpg,
Artem Dovbyk,Girona,La Liga,FW,27,UKR,1,1483,0.221,0.113,0.565,0.231,0.169,2.924,1.008,27.776,4.652,2.655,1.12,0.368,1.617,76.7,100.0,full_key,40000000.0,€40.0M,FW,27.0,2027.0,UKR,https://upload.wikimedia.org/wikipedia/commons/6/6f/Artem_Dovbyk_2025_%28cropped%29.jpeg,app/static/players/artem_dovbyk.jpeg,
Viktor Tsygankov,Girona,La Liga,FW,26,UKR,1,1503,0.495,0.014,0.362,0.353,0.142,2.006,1.049,38.998,2.401,2.215,1.374,0.535,0.888,72.0,100.0,full_key,30000000.0,€30.0M,FW,26.0,2026.0,UKR,https://upload.wikimedia.org/wikipedia/commons/8/8f/%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80_%D0%A6%D1%8B%D0%B3%D0%B0%D0%BD%D0%BA%D0%BE%D0%B2._6_%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8F_2016_%D0%B3%D0%BE%D0%B4%D0%B0_%E2%80%94_708155_%28cropped%29.jpg,app/static/players/viktor_tsygankov.jpg,
Inigo Martinez,Barcelona,La Liga,DF,33,ESP,1,3160,0.126,0.054,0.053,0.0,0.009,0.718,0.607,73.805,3.162,7.66,2.516,2.509,4.124,85.8,100.0,full_key,4400000.0,€4.4M,DF,33.0,2028.0,ESP,https://upload.wikimedia.org/wikipedia/commons/d/d8/Estadi_Ol%C3%ADmpic_Llu%C3%ADs_Companys.JPG,app/static/players/inigo_martinez.jpg,
Martin Zubimendi,Real Sociedad,La Liga,MF,25,ESP,1,1291,0.052,0.221,0.019,0.088,0.087,1.701,0.484,80.114,7.22,6.528,2.735,1.394,0.0,73.4,100.0,full_key,18560000.0,€18.6M,MF,25.0,2026.0,ESP,https://upload.wikimedia.org/wikipedia/commons/f/fb/1_arsenal_crystal_palace_epl_champions_2026.jpg,,
Takefusa Kubo,Real Sociedad,La Liga,FW,23,JPN,1,3206,0.474,0.169,0.463,0.361,0.086,2.987,1.443,47.811,3.512,2.784,0.647,0.59,1.019,82.5,100.0,full_key,22750000.0,€22.8M,FW,23.0,2025.0,JPN,https://upload.wikimedia.org/wikipedia/commons/a/a4/Estadioolimpicosevilla.jpg,app/static/players/takefusa_kubo.jpg,
Vitor Roque,Real Betis,La Liga,FW,19,BRA,1,1655,0.645,0.28,0.343,0.306,0.161,2.904,0.752,37.498,5.668,1.326,0.381,0.087,1.559,77.7,100.0,full_key,19710000.0,€19.7M,FW,19.0,2028.0,BRA,https://upload.wikimedia.org/wikipedia/commons/d/d8/Estadi_Ol%C3%ADmpic_Llu%C3%ADs_Companys.JPG,app/static/players/vitor_roque.jpg,
Giovani Lo Celso,Real Betis,La Liga,MF,28,ARG,1,1293,0.187,0.268,0.167,0.078,0.262,1.13,1.048,58.461,5.359,10.277,2.776,0.986,1.133,93.3,100.0,full_key,27450000.0,€27.4M,MF,28.0,2025.0,ARG,https://upload.wikimedia.org/wikipedia/commons/2/25/2020-03-10_Fu%C3%9Fball%2C_M%C3%A4nner%2C_UEFA_Champions_League_Achtelfinale%2C_RB_Leipzig_-_Tottenham_Hotspur_1DX_3705_by_Stepro.jpg,,
Marc Roca,Real Betis,La Liga,MF,27,ESP,1,1295,0.225,0.312,0.182,0.095,0.177,1.094,0.238,72.68,6.224,6.449,1.792,1.284,0.0,95.2,100.0,full_key,7850000.0,€7.8M,MF,27.0,2025.0,ESP,https://upload.wikimedia.org/wikipedia/en/4/4a/Andr%C3%A9s_Roca_Rey_on_the_cover_of_Les_Cahiers_du_Cin%C3%A9ma_6_mars_2025.jpg,app/static/players/marc_roca.jpg,
Alvaro Morata,Atletico Madrid,La Liga,FW,32,ESP,1,2694,0.483,0.175,0.285,0.284,0.187,2.87,1.11,27.572,2.366,5.051,1.074,0.206,0.0,74.4,100.0,full_key,7700000.0,€7.7M,FW,32.0,2025.0,ESP,https://upload.wikimedia.org/wikipedia/commons/8/80/Chelsea_6_Qarabag_0_%2837062680331%29.jpg,,
Lautaro Martinez,Inter Milan,Serie A,FW,27,ARG,1,2755,0.548,0.283,0.585,0.544,0.199,3.807,1.316,38.413,5.009,2.699,0.874,0.941,0.0,77.1,100.0,full_key,110000000.0,€110.0M,FW,27.0,2025.0,ARG,https://upload.wikimedia.org/wikipedia/commons/0/0b/FC_Internazionale_Milano_v_US_Sassuolo_Calcio%2C_21_September_2025_-_03.jpg,app/static/players/lautaro_martinez.jpg,
Marcus Thuram,Inter Milan,Serie A,FW,27,FRA,1,2643,0.564,0.151,0.377,0.414,0.123,3.629,1.378,65.968,2.801,5.366,0.568,1.194,0.835,67.5,100.0,full_key,70000000.0,€70.0M,FW,27.0,2026.0,FRA,https://upload.wikimedia.org/wikipedia/commons/0/0b/FC_Internazionale_Milano_v_US_Sassuolo_Calcio%2C_21_September_2025_-_03.jpg,app/static/players/marcus_thuram.jpg,
Nicolo Barella,Inter Milan,Serie A,MF,27,ITA,1,1458,0.215,0.331,0.216,0.119,0.191,2.312,0.324,68.284,6.388,9.402,3.225,1.439,0.215,94.5,100.0,full_key,80000000.0,€80.0M,MF,27.0,2026.0,ITA,https://upload.wikimedia.org/wikipedia/commons/3/34/Inter-Como_Serie_A_2024-2025.jpg,app/static/players/nicolo_barella.jpg,
Hakan Calhanoglu,Inter Milan,Serie A,MF,30,TUR,1,3190,0.115,0.268,0.051,0.149,0.149,2.019,0.594,63.562,4.752,8.572,2.598,0.996,0.566,82.0,100.0,full_key,21350000.0,€21.4M,MF,30.0,2027.0,TUR,https://upload.wikimedia.org/wikipedia/commons/0/0b/FC_Internazionale_Milano_v_US_Sassuolo_Calcio%2C_21_September_2025_-_03.jpg,app/static/players/hakan_calhanoglu.jpg,
Alessandro Bastoni,Inter Milan,Serie A,DF,25,ITA,1,1560,0.0,0.0,0.0,0.0,0.051,0.677,0.0,72.153,2.8,7.352,4.569,2.955,5.393,88.0,100.0,full_key,65000000.0,€65.0M,DF,25.0,2025.0,ITA,https://upload.wikimedia.org/wikipedia/commons/3/34/Inter-Como_Serie_A_2024-2025.jpg,app/static/players/alessandro_bastoni.jpg,
Federico Dimarco,Inter Milan,Serie A,DF,26,ITA,1,2443,0.0,0.08,0.0,0.074,0.0,0.013,0.551,61.638,3.49,4.865,4.059,2.135,4.498,78.9,100.0,full_key,19560000.0,€19.6M,DF,26.0,2026.0,ITA,https://upload.wikimedia.org/wikipedia/commons/0/0b/FC_Internazionale_Milano_v_US_Sassuolo_Calcio%2C_21_September_2025_-_03.jpg,app/static/players/federico_dimarco.jpg,
Henrikh Mkhitaryan,Inter Milan,Serie A,MF,35,ARM,0,2720,0.363,0.22,0.088,0.241,0.348,1.758,0.441,62.862,4.731,7.546,2.665,1.598,0.049,81.2,100.0,full_key,12580000.0,€12.6M,MF,35.0,2027.0,ARM,https://upload.wikimedia.org/wikipedia/en/e/ec/Hamlet_Mkhitaryan.jpg,app/static/players/henrikh_mkhitaryan.jpg,
Denzel Dumfries,Inter Milan,Serie A,DF,28,NED,1,3108,0.0,0.193,0.0,0.0,0.165,0.215,0.465,76.189,2.372,5.681,3.316,1.778,4.801,83.5,100.0,full_key,11420000.0,€11.4M,DF,28.0,2028.0,NED,https://upload.wikimedia.org/wikipedia/commons/3/34/Inter-Como_Serie_A_2024-2025.jpg,app/static/players/denzel_dumfries.jpg,
Yann Sommer,Inter Milan,Serie A,GK,36,SUI,1,3239,0.05,0.0,0.0,0.0,0.085,0.44,0.0,48.638,0.782,4.923,0.958,0.096,1.598,67.8,100.0,full_key,4190000.0,€4.2M,GK,36.0,2027.0,SUI,https://upload.wikimedia.org/wikipedia/commons/a/ad/FC_Salzburg_gegen_Inter_Mailand_%28Testspiel_2023-08-09%29_46.jpg,,
Stefan de Vrij,Inter Milan,Serie A,DF,33,NED,1,2966,0.0,0.254,0.071,0.0,0.068,1.295,0.634,64.642,1.885,8.171,4.192,2.144,4.747,84.6,100.0,full_key,5310000.0,€5.3M,DF,33.0,2025.0,NED,https://upload.wikimedia.org/wikipedia/commons/5/51/L%27Olimpico_-_panoramio.jpg,app/static/players/stefan_de_vrij.jpg,
Piotr Zielinski,Inter Milan,Serie A,MF,30,POL,1,2815,0.31,0.246,0.032,0.196,0.253,2.622,0.491,51.949,4.997,6.481,2.027,0.561,0.203,88.9,100.0,full_key,22310000.0,€22.3M,MF,30.0,2028.0,POL,https://upload.wikimedia.org/wikipedia/commons/0/0b/FC_Internazionale_Milano_v_US_Sassuolo_Calcio%2C_21_September_2025_-_03.jpg,app/static/players/piotr_zielinski.jpg,
Carlos Augusto,Inter Milan,Serie A,DF,25,BRA,1,2122,0.108,0.0,0.0,0.0,0.041,0.037,0.0,45.635,3.533,5.365,4.375,0.994,5.335,80.2,100.0,full_key,12110000.0,€12.1M,DF,25.0,2027.0,BRA,https://upload.wikimedia.org/wikipedia/commons/2/27/FC_Salzburg_gegen_Inter_Mailand_%28UEFA_Championsleague_2023-11-08%29_15.jpg,,
Rafael Leao,AC Milan,Serie A,FW,25,POR,1,1440,0.642,0.182,0.742,0.43,0.286,3.871,1.292,43.368,6.402,1.572,1.657,0.795,0.0,75.9,100.0,full_key,90000000.0,€90.0M,FW,25.0,2025.0,POR,https://upload.wikimedia.org/wikipedia/commons/0/02/RafaelLe%C3%A3oPortugal23.jpg,app/static/players/rafael_leao.jpg,
Christian Pulisic,AC Milan,Serie A,MF,25,USA,1,2171,0.0,0.313,0.135,0.132,0.253,1.385,0.592,72.485,4.458,6.975,1.768,1.747,0.0,94.5,100.0,full_key,23450000.0,€23.4M,MF,25.0,2025.0,USA,https://upload.wikimedia.org/wikipedia/commons/7/71/Christian_Pulisic_USMNT_v_Belgium_Mar_28_2026-73_%28cropped%29.jpg,app/static/players/christian_pulisic.jpg,
Theo Hernandez,AC Milan,Serie A,DF,26,FRA,1,2935,0.075,0.232,0.154,0.0,0.086,0.177,0.28,75.791,2.165,8.13,4.337,2.526,5.842,93.9,100.0,full_key,65000000.0,€65.0M,DF,26.0,2026.0,FRA,https://upload.wikimedia.org/wikipedia/commons/b/b5/Hernandez_asse_psg_2425.png,app/static/players/theo_hernandez.png,
Tijjani Reijnders,AC Milan,Serie A,MF,26,NED,1,2856,0.074,0.129,0.282,0.0,0.179,0.918,0.669,78.092,4.312,7.824,2.556,1.702,0.502,80.7,100.0,full_key,15760000.0,€15.8M,MF,26.0,2027.0,NED,https://upload.wikimedia.org/wikipedia/commons/7/76/Manchester_City_25-26_vs_Spurs.jpg,,
Ruben Loftus-Cheek,AC Milan,Serie A,MF,28,ENG,1,1530,0.195,0.113,0.0,0.138,0.256,1.719,0.316,72.342,6.163,8.234,2.0,1.16,0.0,86.7,100.0,full_key,11060000.0,€11.1M,MF,28.0,2025.0,ENG,https://upload.wikimedia.org/wikipedia/commons/4/43/Chelsea_v_Spurs_2_May_2016_-_players_scuffling.jpg,,
Yunus Musah,AC Milan,Serie A,MF,22,USA,1,2227,0.153,0.241,0.223,0.152,0.252,2.911,0.805,85.346,5.72,8.451,2.578,1.046,1.515,81.6,100.0,full_key,30800000.0,€30.8M,MF,22.0,2028.0,USA,https://upload.wikimedia.org/wikipedia/commons/5/53/2_Cristhian_Mosquera.jpg,app/static/players/yunus_musah.jpg,
Fikayo Tomori,AC Milan,Serie A,DF,26,ENG,1,2073,0.0,0.031,0.0,0.114,0.0,0.593,0.092,62.778,1.506,6.148,3.798,1.876,4.897,77.9,100.0,full_key,21610000.0,€21.6M,DF,26.0,2026.0,ENG,https://upload.wikimedia.org/wikipedia/commons/6/66/FC_Salzburg_vs._AC_Mailand_%28UEFA_Championsleague_2022-09-06%29_42.jpg,app/static/players/fikayo_tomori.jpg,
